direction,anomaly_type,witness_a,witness_b,descriptor_match,verdict_a,verdict_b,severity,details,anomaly_id
target_specific_design,e_criterion_failure,W00455,W00456,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00342
target_specific_design,d_criterion_failure,W00457,W00460,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00343
target_specific_design,a_criterion_failure,W00458,W00460,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00344
target_specific_design,e_criterion_failure,W00459,W00460,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00345
target_specific_design,d_criterion_failure,W00461,W00464,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00346
target_specific_design,a_criterion_failure,W00462,W00464,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00347
target_specific_design,e_criterion_failure,W00463,W00464,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00348
target_specific_design,d_criterion_failure,W00465,W00468,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00349
target_specific_design,a_criterion_failure,W00467,W00468,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00350
target_specific_design,e_criterion_failure,W00467,W00468,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00351
target_specific_design,d_criterion_failure,W00469,W00472,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00352
target_specific_design,a_criterion_failure,W00471,W00472,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00353
target_specific_design,e_criterion_failure,W00471,W00472,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00354
target_specific_design,d_criterion_failure,W00473,W00476,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00355
target_specific_design,a_criterion_failure,W00475,W00476,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00356
target_specific_design,e_criterion_failure,W00475,W00476,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00357
target_specific_design,d_criterion_failure,W00479,W00480,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00358
target_specific_design,a_criterion_failure,W00479,W00480,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00359
target_specific_design,e_criterion_failure,W00479,W00480,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00360
target_specific_design,d_criterion_failure,W00481,W00484,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00361
target_specific_design,a_criterion_failure,W00483,W00484,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00362
target_specific_design,e_criterion_failure,W00483,W00484,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00363
target_specific_design,d_criterion_failure,W00487,W00488,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00364
target_specific_design,a_criterion_failure,W00487,W00488,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00365
target_specific_design,e_criterion_failure,W00487,W00488,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00366
target_specific_design,d_criterion_failure,W00491,W00492,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00367
target_specific_design,a_criterion_failure,W00491,W00492,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00368
target_specific_design,e_criterion_failure,W00491,W00492,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00369
target_specific_design,d_criterion_failure,W00494,W00496,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00370
target_specific_design,a_criterion_failure,W00494,W00496,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00371
target_specific_design,e_criterion_failure,W00495,W00496,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00372
target_specific_design,d_criterion_failure,W00499,W00500,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00373
target_specific_design,a_criterion_failure,W00499,W00500,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00374
target_specific_design,e_criterion_failure,W00499,W00500,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00375
target_specific_design,d_criterion_failure,W00503,W00504,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00376
target_specific_design,a_criterion_failure,W00503,W00504,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00377
target_specific_design,e_criterion_failure,W00503,W00504,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00378
target_specific_design,d_criterion_failure,W00507,W00508,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00379
target_specific_design,a_criterion_failure,W00507,W00508,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00380
target_specific_design,e_criterion_failure,W00507,W00508,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00381
target_specific_design,d_criterion_failure,W00510,W00512,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00382
target_specific_design,a_criterion_failure,W00510,W00512,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00383
target_specific_design,e_criterion_failure,W00511,W00512,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00384
target_specific_design,d_criterion_failure,W00513,W00516,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00385
target_specific_design,a_criterion_failure,W00515,W00516,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00386
target_specific_design,e_criterion_failure,W00515,W00516,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00387
target_specific_design,d_criterion_failure,W00519,W00520,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00388
target_specific_design,a_criterion_failure,W00519,W00520,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00389
target_specific_design,e_criterion_failure,W00519,W00520,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00390
target_specific_design,d_criterion_failure,W00522,W00524,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00391
target_specific_design,a_criterion_failure,W00522,W00524,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00392
target_specific_design,e_criterion_failure,W00523,W00524,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00393
target_specific_design,d_criterion_failure,W00526,W00528,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00394
target_specific_design,a_criterion_failure,W00526,W00528,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00395
target_specific_design,e_criterion_failure,W00527,W00528,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00396
target_specific_design,d_criterion_failure,W00530,W00532,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00397
target_specific_design,a_criterion_failure,W00530,W00532,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00398
target_specific_design,e_criterion_failure,W00531,W00532,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00399
target_specific_design,d_criterion_failure,W00535,W00536,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00400
target_specific_design,a_criterion_failure,W00535,W00536,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00401
target_specific_design,e_criterion_failure,W00535,W00536,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00402
target_specific_design,d_criterion_failure,W00539,W00540,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00403
target_specific_design,a_criterion_failure,W00539,W00540,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00404
target_specific_design,e_criterion_failure,W00539,W00540,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00405
target_specific_design,d_criterion_failure,W00543,W00544,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00406
target_specific_design,a_criterion_failure,W00543,W00544,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00407
target_specific_design,e_criterion_failure,W00543,W00544,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00408
target_specific_design,d_criterion_failure,W00546,W00548,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00409
target_specific_design,a_criterion_failure,W00546,W00548,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00410
target_specific_design,e_criterion_failure,W00547,W00548,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00411
target_specific_design,d_criterion_failure,W00551,W00552,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00412
target_specific_design,a_criterion_failure,W00551,W00552,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00413
target_specific_design,e_criterion_failure,W00551,W00552,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00414
target_specific_design,d_criterion_failure,W00555,W00556,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00415
target_specific_design,a_criterion_failure,W00555,W00556,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00416
target_specific_design,e_criterion_failure,W00555,W00556,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00417
target_specific_design,d_criterion_failure,W00557,W00560,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00418
target_specific_design,a_criterion_failure,W00558,W00560,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00419
target_specific_design,e_criterion_failure,W00559,W00560,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00420
target_specific_design,d_criterion_failure,W00563,W00564,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00421
target_specific_design,a_criterion_failure,W00563,W00564,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00422
target_specific_design,e_criterion_failure,W00563,W00564,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00423
target_specific_design,d_criterion_failure,W00567,W00568,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00424
target_specific_design,a_criterion_failure,W00567,W00568,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00425
target_specific_design,e_criterion_failure,W00567,W00568,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00426
target_specific_design,d_criterion_failure,W00571,W00572,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00427
target_specific_design,a_criterion_failure,W00570,W00572,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00428
target_specific_design,e_criterion_failure,W00571,W00572,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00429
target_specific_design,d_criterion_failure,W00573,W00576,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00430
target_specific_design,a_criterion_failure,W00575,W00576,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00431
target_specific_design,e_criterion_failure,W00575,W00576,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00432
target_specific_design,d_criterion_failure,W00579,W00580,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00433
target_specific_design,a_criterion_failure,W00579,W00580,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00434
target_specific_design,e_criterion_failure,W00579,W00580,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00435
target_specific_design,d_criterion_failure,W00582,W00584,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00436
target_specific_design,a_criterion_failure,W00582,W00584,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00437
target_specific_design,e_criterion_failure,W00583,W00584,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00438
target_specific_design,d_criterion_failure,W00585,W00588,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00439
target_specific_design,a_criterion_failure,W00587,W00588,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00440
target_specific_design,e_criterion_failure,W00587,W00588,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00441
target_specific_design,d_criterion_failure,W00591,W00592,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00442
target_specific_design,a_criterion_failure,W00591,W00592,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00443
target_specific_design,e_criterion_failure,W00591,W00592,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00444
target_specific_design,d_criterion_failure,W00593,W00596,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00445
target_specific_design,a_criterion_failure,W00595,W00596,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00446
target_specific_design,e_criterion_failure,W00595,W00596,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00447
target_specific_design,d_criterion_failure,W00598,W00600,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00448
target_specific_design,a_criterion_failure,W00598,W00600,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00449
target_specific_design,e_criterion_failure,W00599,W00600,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00450
target_specific_design,d_criterion_failure,W00601,W00604,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00451
target_specific_design,a_criterion_failure,W00602,W00604,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00452
target_specific_design,e_criterion_failure,W00603,W00604,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00453
target_specific_design,d_criterion_failure,W00605,W00608,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00454
target_specific_design,a_criterion_failure,W00606,W00608,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00455
target_specific_design,e_criterion_failure,W00607,W00608,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00456
target_specific_design,d_criterion_failure,W00610,W00612,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00457
target_specific_design,a_criterion_failure,W00610,W00612,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00458
target_specific_design,e_criterion_failure,W00611,W00612,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00459
target_specific_design,d_criterion_failure,W00615,W00616,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00460
target_specific_design,a_criterion_failure,W00615,W00616,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00461
target_specific_design,e_criterion_failure,W00615,W00616,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00462
target_specific_design,d_criterion_failure,W00619,W00620,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00463
target_specific_design,a_criterion_failure,W00619,W00620,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00464
target_specific_design,e_criterion_failure,W00619,W00620,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00465
target_specific_design,d_criterion_failure,W00623,W00624,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00466
target_specific_design,a_criterion_failure,W00623,W00624,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00467
target_specific_design,e_criterion_failure,W00623,W00624,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00468
target_specific_design,d_criterion_failure,W00625,W00628,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00469
target_specific_design,a_criterion_failure,W00627,W00628,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00470
target_specific_design,e_criterion_failure,W00627,W00628,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00471
target_specific_design,d_criterion_failure,W00631,W00632,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00472
target_specific_design,a_criterion_failure,W00631,W00632,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00473
target_specific_design,e_criterion_failure,W00631,W00632,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00474
target_specific_design,d_criterion_failure,W00635,W00636,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00475
target_specific_design,a_criterion_failure,W00635,W00636,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00476
target_specific_design,e_criterion_failure,W00635,W00636,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00477
target_specific_design,d_criterion_failure,W00639,W00640,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00478
target_specific_design,a_criterion_failure,W00639,W00640,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00479
target_specific_design,e_criterion_failure,W00639,W00640,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00480
target_specific_design,d_criterion_failure,W00641,W00644,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00481
target_specific_design,a_criterion_failure,W00643,W00644,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00482
target_specific_design,e_criterion_failure,W00643,W00644,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00483
target_specific_design,d_criterion_failure,W00647,W00648,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00484
target_specific_design,a_criterion_failure,W00647,W00648,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00485
target_specific_design,e_criterion_failure,W00647,W00648,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00486
target_specific_design,d_criterion_failure,W00650,W00652,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00487
target_specific_design,a_criterion_failure,W00650,W00652,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00488
target_specific_design,e_criterion_failure,W00651,W00652,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00489
target_specific_design,d_criterion_failure,W00655,W00656,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00490
target_specific_design,a_criterion_failure,W00655,W00656,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00491
target_specific_design,e_criterion_failure,W00655,W00656,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00492
target_specific_design,d_criterion_failure,W00659,W00660,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00493
target_specific_design,a_criterion_failure,W00659,W00660,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00494
target_specific_design,e_criterion_failure,W00659,W00660,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00495
target_specific_design,d_criterion_failure,W00663,W00664,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00496
target_specific_design,a_criterion_failure,W00663,W00664,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00497
target_specific_design,e_criterion_failure,W00663,W00664,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00498
target_specific_design,d_criterion_failure,W00666,W00668,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00499
target_specific_design,a_criterion_failure,W00666,W00668,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00500
target_specific_design,e_criterion_failure,W00667,W00668,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00501
target_specific_design,d_criterion_failure,W00670,W00672,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00502
target_specific_design,a_criterion_failure,W00670,W00672,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00503
target_specific_design,e_criterion_failure,W00671,W00672,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00504
target_specific_design,d_criterion_failure,W00673,W00676,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00505
target_specific_design,a_criterion_failure,W00675,W00676,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00506
target_specific_design,e_criterion_failure,W00675,W00676,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00507
target_specific_design,d_criterion_failure,W00679,W00680,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00508
target_specific_design,a_criterion_failure,W00679,W00680,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00509
target_specific_design,e_criterion_failure,W00679,W00680,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00510
target_specific_design,d_criterion_failure,W00683,W00684,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00511
target_specific_design,a_criterion_failure,W00683,W00684,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00512
target_specific_design,e_criterion_failure,W00683,W00684,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00513
target_specific_design,d_criterion_failure,W00687,W00688,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00514
target_specific_design,a_criterion_failure,W00687,W00688,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00515
target_specific_design,e_criterion_failure,W00687,W00688,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00516
target_specific_design,d_criterion_failure,W00690,W00692,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00517
target_specific_design,a_criterion_failure,W00690,W00692,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00518
target_specific_design,e_criterion_failure,W00691,W00692,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00519
target_specific_design,d_criterion_failure,W00693,W00696,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00520
target_specific_design,a_criterion_failure,W00695,W00696,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00521
target_specific_design,e_criterion_failure,W00695,W00696,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00522
target_specific_design,d_criterion_failure,W00698,W00700,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00523
target_specific_design,a_criterion_failure,W00698,W00700,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00524
target_specific_design,e_criterion_failure,W00699,W00700,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00525
target_specific_design,d_criterion_failure,W00701,W00704,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00526
target_specific_design,a_criterion_failure,W00703,W00704,same pool and budget,not_exact,exact,high,"A-selected alpha=0.0000, alpha-selected alpha=1.0000",A00527
target_specific_design,e_criterion_failure,W00703,W00704,same pool and budget,not_exact,exact,high,"E-selected alpha=0.0000, alpha-selected alpha=1.0000",A00528
target_specific_design,d_criterion_failure,W00707,W00708,same pool and budget,not_exact,exact,high,"D-selected alpha=0.0000, alpha-selected alpha=1.0000",A00529
