direction,trial_id,criterion,family,n,budget,selected_indices,rank,fisher_logdet_bits,a_opt_score,e_opt_score,capacity_proxy_bits,alpha,exact_recoverable,descriptor_signature,notes,witness_id,H_X_bits,H_tau_bits,target_lossless_rate_bits,max_fiber_size,max_target_values_per_fiber
target_specific_design,74,alpha,linear_sensor_pool,5,3,"0,1,2",3,1.016725,-17.79086753,0.05851654,2.99252735,1.0,1,trial=74|k=3|rank=3,criterion selection output,W00300,,,,,
target_specific_design,75,D,linear_sensor_pool,5,3,"2,6,7",3,16.78606705,-0.06691787,31.19956999,8.44070567,0.0,0,trial=75|k=3|rank=3,criterion selection output,W00301,,,,,
target_specific_design,75,A,linear_sensor_pool,5,3,"2,6,7",3,16.78606705,-0.06691787,31.19956999,8.44070567,0.0,0,trial=75|k=3|rank=3,criterion selection output,W00302,,,,,
target_specific_design,75,E,linear_sensor_pool,5,3,"2,6,7",3,16.78606705,-0.06691787,31.19956999,8.44070567,0.0,0,trial=75|k=3|rank=3,criterion selection output,W00303,,,,,
target_specific_design,75,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.64917395,-17.61943169,0.05905548,3.29176779,1.0,1,trial=75|k=3|rank=3,criterion selection output,W00304,,,,,
target_specific_design,76,D,linear_sensor_pool,5,3,"3,4,5",3,17.82638268,-0.05281348,38.74787309,8.95091073,0.0,0,trial=76|k=3|rank=3,criterion selection output,W00305,,,,,
target_specific_design,76,A,linear_sensor_pool,5,3,"3,4,5",3,17.82638268,-0.05281348,38.74787309,8.95091073,0.0,0,trial=76|k=3|rank=3,criterion selection output,W00306,,,,,
target_specific_design,76,E,linear_sensor_pool,5,3,"3,4,5",3,17.82638268,-0.05281348,38.74787309,8.95091073,0.0,0,trial=76|k=3|rank=3,criterion selection output,W00307,,,,,
target_specific_design,76,alpha,linear_sensor_pool,5,3,"0,1,3",3,2.40054062,-25.630333,0.04006933,3.92402608,1.0,1,trial=76|k=3|rank=3,criterion selection output,W00308,,,,,
target_specific_design,77,D,linear_sensor_pool,5,3,"2,3,7",3,16.05604364,-0.08260022,26.00717102,8.086666,0.0,0,trial=77|k=3|rank=3,criterion selection output,W00309,,,,,
target_specific_design,77,A,linear_sensor_pool,5,3,"2,3,7",3,16.05604364,-0.08260022,26.00717102,8.086666,0.0,0,trial=77|k=3|rank=3,criterion selection output,W00310,,,,,
target_specific_design,77,E,linear_sensor_pool,5,3,"2,3,7",3,16.05604364,-0.08260022,26.00717102,8.086666,0.0,0,trial=77|k=3|rank=3,criterion selection output,W00311,,,,,
target_specific_design,77,alpha,linear_sensor_pool,5,3,"0,1,2",3,1.67389685,-27.73670924,0.03695994,3.62142757,1.0,1,trial=77|k=3|rank=3,criterion selection output,W00312,,,,,
target_specific_design,78,D,linear_sensor_pool,5,3,"2,4,6",3,19.01115784,-0.04053809,48.70527969,9.5345937,0.0,0,trial=78|k=3|rank=3,criterion selection output,W00313,,,,,
target_specific_design,78,A,linear_sensor_pool,5,3,"2,4,6",3,19.01115784,-0.04053809,48.70527969,9.5345937,0.0,0,trial=78|k=3|rank=3,criterion selection output,W00314,,,,,
target_specific_design,78,E,linear_sensor_pool,5,3,"2,6,7",3,18.94176563,-0.04091506,57.75855079,9.50017293,0.0,0,trial=78|k=3|rank=3,criterion selection output,W00315,,,,,
target_specific_design,78,alpha,linear_sensor_pool,5,3,"0,1,3",3,2.74629338,-19.88422805,0.05204756,3.91547033,1.0,1,trial=78|k=3|rank=3,criterion selection output,W00316,,,,,
target_specific_design,79,D,linear_sensor_pool,5,3,"2,5,7",3,18.43757976,-0.04408309,49.28762518,9.25033941,0.0,0,trial=79|k=3|rank=3,criterion selection output,W00317,,,,,
target_specific_design,79,A,linear_sensor_pool,5,3,"2,5,7",3,18.43757976,-0.04408309,49.28762518,9.25033941,0.0,0,trial=79|k=3|rank=3,criterion selection output,W00318,,,,,
target_specific_design,79,E,linear_sensor_pool,5,3,"3,6,7",3,18.21851227,-0.04491166,57.37138135,9.14140927,0.0,0,trial=79|k=3|rank=3,criterion selection output,W00319,,,,,
target_specific_design,79,alpha,linear_sensor_pool,5,3,"0,1,3",3,0.58317015,-63.96751859,0.01580181,3.67507753,1.0,1,trial=79|k=3|rank=3,criterion selection output,W00320,,,,,
target_specific_design,80,D,linear_sensor_pool,5,3,"4,5,8",3,18.40414435,-0.04786676,46.81836073,9.23628431,0.0,0,trial=80|k=3|rank=3,criterion selection output,W00321,,,,,
target_specific_design,80,A,linear_sensor_pool,5,3,"4,7,8",3,18.32108885,-0.04527643,48.56525235,9.19294177,0.0,0,trial=80|k=3|rank=3,criterion selection output,W00322,,,,,
target_specific_design,80,E,linear_sensor_pool,5,3,"4,7,8",3,18.32108885,-0.04527643,48.56525235,9.19294177,0.0,0,trial=80|k=3|rank=3,criterion selection output,W00323,,,,,
target_specific_design,80,alpha,linear_sensor_pool,5,3,"0,1,7",3,0.43508248,-77.37817143,0.01303861,3.73701342,1.0,1,trial=80|k=3|rank=3,criterion selection output,W00324,,,,,
target_specific_design,81,D,linear_sensor_pool,5,3,"2,5,8",3,18.20251732,-0.04925115,42.63606213,9.13645391,0.0,0,trial=81|k=3|rank=3,criterion selection output,W00325,,,,,
target_specific_design,81,A,linear_sensor_pool,5,3,"2,5,8",3,18.20251732,-0.04925115,42.63606213,9.13645391,0.0,0,trial=81|k=3|rank=3,criterion selection output,W00326,,,,,
target_specific_design,81,E,linear_sensor_pool,5,3,"2,5,8",3,18.20251732,-0.04925115,42.63606213,9.13645391,0.0,0,trial=81|k=3|rank=3,criterion selection output,W00327,,,,,
target_specific_design,81,alpha,linear_sensor_pool,5,3,"0,1,4",3,0.62615854,-18.62523367,0.05582885,2.83716891,1.0,1,trial=81|k=3|rank=3,criterion selection output,W00328,,,,,
target_specific_design,82,D,linear_sensor_pool,5,3,"2,3,4",3,16.93641912,-0.08303874,18.4692724,8.52689647,0.0,0,trial=82|k=3|rank=3,criterion selection output,W00329,,,,,
target_specific_design,82,A,linear_sensor_pool,5,3,"2,3,4",3,16.93641912,-0.08303874,18.4692724,8.52689647,0.0,0,trial=82|k=3|rank=3,criterion selection output,W00330,,,,,
target_specific_design,82,E,linear_sensor_pool,5,3,"2,4,6",3,15.85741127,-0.09742326,19.73979666,7.99755026,0.0,0,trial=82|k=3|rank=3,criterion selection output,W00331,,,,,
target_specific_design,82,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.49248817,-25.85131049,0.03976742,2.99729746,1.0,1,trial=82|k=3|rank=3,criterion selection output,W00332,,,,,
target_specific_design,83,D,linear_sensor_pool,5,3,"5,6,8",3,16.4773632,-0.09909733,13.58433699,8.30817603,0.0,0,trial=83|k=3|rank=3,criterion selection output,W00333,,,,,
target_specific_design,83,A,linear_sensor_pool,5,3,"3,6,8",3,15.67724693,-0.09863067,19.33984542,7.90832227,0.0,0,trial=83|k=3|rank=3,criterion selection output,W00334,,,,,
target_specific_design,83,E,linear_sensor_pool,5,3,"3,6,8",3,15.67724693,-0.09863067,19.33984542,7.90832227,0.0,0,trial=83|k=3|rank=3,criterion selection output,W00335,,,,,
target_specific_design,83,alpha,linear_sensor_pool,5,3,"0,1,6",3,0.76934608,-18.01153897,0.05779645,2.88257097,1.0,1,trial=83|k=3|rank=3,criterion selection output,W00336,,,,,
target_specific_design,84,D,linear_sensor_pool,5,3,"4,5,6",3,16.6510888,-0.09045049,16.86758898,8.38934238,0.0,0,trial=84|k=3|rank=3,criterion selection output,W00337,,,,,
target_specific_design,84,A,linear_sensor_pool,5,3,"5,6,7",3,16.17386383,-0.08396326,21.64325236,8.14645338,0.0,0,trial=84|k=3|rank=3,criterion selection output,W00338,,,,,
target_specific_design,84,E,linear_sensor_pool,5,3,"5,6,7",3,16.17386383,-0.08396326,21.64325236,8.14645338,0.0,0,trial=84|k=3|rank=3,criterion selection output,W00339,,,,,
target_specific_design,84,alpha,linear_sensor_pool,5,3,"0,2,4",3,9.98976625,-1.091925,1.0,5.55896945,1.0,1,trial=84|k=3|rank=3,criterion selection output,W00340,,,,,
target_specific_design,85,D,linear_sensor_pool,5,3,"4,6,7",3,18.06025085,-0.05405238,30.41339852,9.06865356,0.0,0,trial=85|k=3|rank=3,criterion selection output,W00341,,,,,
target_specific_design,85,A,linear_sensor_pool,5,3,"4,6,7",3,18.06025085,-0.05405238,30.41339852,9.06865356,0.0,0,trial=85|k=3|rank=3,criterion selection output,W00342,,,,,
target_specific_design,85,E,linear_sensor_pool,5,3,"4,5,6",3,17.93714799,-0.05461928,30.88800168,9.00751439,0.0,0,trial=85|k=3|rank=3,criterion selection output,W00343,,,,,
target_specific_design,85,alpha,linear_sensor_pool,5,3,"0,1,3",3,2.05226909,-17.60002815,0.05909886,3.48791056,1.0,1,trial=85|k=3|rank=3,criterion selection output,W00344,,,,,
target_specific_design,86,D,linear_sensor_pool,5,3,"2,4,8",3,18.04267294,-0.05696548,27.20284652,9.06187855,0.0,0,trial=86|k=3|rank=3,criterion selection output,W00345,,,,,
target_specific_design,86,A,linear_sensor_pool,5,3,"2,4,8",3,18.04267294,-0.05696548,27.20284652,9.06187855,0.0,0,trial=86|k=3|rank=3,criterion selection output,W00346,,,,,
target_specific_design,86,E,linear_sensor_pool,5,3,"6,7,8",3,17.2566559,-0.06397891,28.15001635,8.67387379,0.0,0,trial=86|k=3|rank=3,criterion selection output,W00347,,,,,
target_specific_design,86,alpha,linear_sensor_pool,5,3,"0,1,2",3,0.44490655,-55.97273279,0.01808795,3.51281366,1.0,1,trial=86|k=3|rank=3,criterion selection output,W00348,,,,,
target_specific_design,87,D,linear_sensor_pool,5,3,"4,6,7",3,16.75453694,-0.08657362,16.28261663,8.43829008,0.0,0,trial=87|k=3|rank=3,criterion selection output,W00349,,,,,
target_specific_design,87,A,linear_sensor_pool,5,3,"4,6,7",3,16.75453694,-0.08657362,16.28261663,8.43829008,0.0,0,trial=87|k=3|rank=3,criterion selection output,W00350,,,,,
target_specific_design,87,E,linear_sensor_pool,5,3,"3,5,8",3,16.00688474,-0.09865529,17.2544415,8.07304041,0.0,0,trial=87|k=3|rank=3,criterion selection output,W00351,,,,,
target_specific_design,87,alpha,linear_sensor_pool,5,3,"0,1,4",3,2.32317957,-23.35119765,0.04409815,3.81994296,1.0,1,trial=87|k=3|rank=3,criterion selection output,W00352,,,,,
target_specific_design,88,D,linear_sensor_pool,5,3,"3,6,7",3,18.5694538,-0.04342607,49.24093477,9.31580482,0.0,0,trial=88|k=3|rank=3,criterion selection output,W00353,,,,,
target_specific_design,88,A,linear_sensor_pool,5,3,"3,6,7",3,18.5694538,-0.04342607,49.24093477,9.31580482,0.0,0,trial=88|k=3|rank=3,criterion selection output,W00354,,,,,
target_specific_design,88,E,linear_sensor_pool,5,3,"3,6,7",3,18.5694538,-0.04342607,49.24093477,9.31580482,0.0,0,trial=88|k=3|rank=3,criterion selection output,W00355,,,,,
target_specific_design,88,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.98288041,-32.71186369,0.03121512,3.89036708,1.0,1,trial=88|k=3|rank=3,criterion selection output,W00356,,,,,
target_specific_design,89,D,linear_sensor_pool,5,3,"3,4,6",3,16.53529003,-0.08326391,21.40393085,8.32663023,0.0,0,trial=89|k=3|rank=3,criterion selection output,W00357,,,,,
target_specific_design,89,A,linear_sensor_pool,5,3,"3,4,6",3,16.53529003,-0.08326391,21.40393085,8.32663023,0.0,0,trial=89|k=3|rank=3,criterion selection output,W00358,,,,,
target_specific_design,89,E,linear_sensor_pool,5,3,"3,4,6",3,16.53529003,-0.08326391,21.40393085,8.32663023,0.0,0,trial=89|k=3|rank=3,criterion selection output,W00359,,,,,
target_specific_design,89,alpha,linear_sensor_pool,5,3,"0,1,2",3,-0.10301815,-22.1614029,0.04667516,2.61071226,1.0,1,trial=89|k=3|rank=3,criterion selection output,W00360,,,,,
target_specific_design,90,D,linear_sensor_pool,5,3,"6,7,8",3,16.47604825,-0.07351739,24.70136129,8.29028415,0.0,0,trial=90|k=3|rank=3,criterion selection output,W00361,,,,,
target_specific_design,90,A,linear_sensor_pool,5,3,"6,7,8",3,16.47604825,-0.07351739,24.70136129,8.29028415,0.0,0,trial=90|k=3|rank=3,criterion selection output,W00362,,,,,
target_specific_design,90,E,linear_sensor_pool,5,3,"2,6,8",3,16.28931743,-0.07600123,26.7149296,8.19869744,0.0,0,trial=90|k=3|rank=3,criterion selection output,W00363,,,,,
target_specific_design,90,alpha,linear_sensor_pool,5,3,"0,2,4",3,8.813673,-1.12380519,1.0,4.99245758,1.0,1,trial=90|k=3|rank=3,criterion selection output,W00364,,,,,
target_specific_design,91,D,linear_sensor_pool,5,3,"3,6,8",3,18.1390927,-0.05047968,42.73397047,9.10560944,0.0,0,trial=91|k=3|rank=3,criterion selection output,W00365,,,,,
target_specific_design,91,A,linear_sensor_pool,5,3,"3,6,8",3,18.1390927,-0.05047968,42.73397047,9.10560944,0.0,0,trial=91|k=3|rank=3,criterion selection output,W00366,,,,,
target_specific_design,91,E,linear_sensor_pool,5,3,"3,6,8",3,18.1390927,-0.05047968,42.73397047,9.10560944,0.0,0,trial=91|k=3|rank=3,criterion selection output,W00367,,,,,
target_specific_design,91,alpha,linear_sensor_pool,5,3,"0,1,5",3,1.08150074,-25.46431742,0.04036599,3.27167711,1.0,1,trial=91|k=3|rank=3,criterion selection output,W00368,,,,,
target_specific_design,92,D,linear_sensor_pool,5,3,"4,5,8",3,15.92111252,-0.10700674,14.07661825,8.03570924,0.0,0,trial=92|k=3|rank=3,criterion selection output,W00369,,,,,
target_specific_design,92,A,linear_sensor_pool,5,3,"4,5,8",3,15.92111252,-0.10700674,14.07661825,8.03570924,0.0,0,trial=92|k=3|rank=3,criterion selection output,W00370,,,,,
target_specific_design,92,E,linear_sensor_pool,5,3,"5,7,8",3,15.12723583,-0.11032741,14.43221523,7.64123484,0.0,0,trial=92|k=3|rank=3,criterion selection output,W00371,,,,,
target_specific_design,92,alpha,linear_sensor_pool,5,3,"0,2,3",3,7.34560884,-1.17978184,1.0,4.2958139,1.0,1,trial=92|k=3|rank=3,criterion selection output,W00372,,,,,
target_specific_design,93,D,linear_sensor_pool,5,3,"2,5,7",3,18.26436647,-0.04816924,39.34987992,9.16660509,0.0,0,trial=93|k=3|rank=3,criterion selection output,W00373,,,,,
target_specific_design,93,A,linear_sensor_pool,5,3,"2,5,7",3,18.26436647,-0.04816924,39.34987992,9.16660509,0.0,0,trial=93|k=3|rank=3,criterion selection output,W00374,,,,,
target_specific_design,93,E,linear_sensor_pool,5,3,"2,5,7",3,18.26436647,-0.04816924,39.34987992,9.16660509,0.0,0,trial=93|k=3|rank=3,criterion selection output,W00375,,,,,
target_specific_design,93,alpha,linear_sensor_pool,5,3,"0,1,2",3,2.18949,-27.24784389,0.03763264,3.86302349,1.0,1,trial=93|k=3|rank=3,criterion selection output,W00376,,,,,
target_specific_design,94,D,linear_sensor_pool,5,3,"4,7,8",3,16.06309945,-0.12055027,10.75355101,8.11541148,0.0,0,trial=94|k=3|rank=3,criterion selection output,W00377,,,,,
target_specific_design,94,A,linear_sensor_pool,5,3,"4,6,8",3,16.06177483,-0.08766543,18.39652254,8.09289232,0.0,0,trial=94|k=3|rank=3,criterion selection output,W00378,,,,,
target_specific_design,94,E,linear_sensor_pool,5,3,"4,6,8",3,16.06177483,-0.08766543,18.39652254,8.09289232,0.0,0,trial=94|k=3|rank=3,criterion selection output,W00379,,,,,
target_specific_design,94,alpha,linear_sensor_pool,5,3,"0,1,2",3,0.72339145,-26.26827938,0.03910835,3.11959146,1.0,1,trial=94|k=3|rank=3,criterion selection output,W00380,,,,,
target_specific_design,95,D,linear_sensor_pool,5,3,"2,4,5",3,18.28759439,-0.04426448,56.7441447,9.17548961,0.0,0,trial=95|k=3|rank=3,criterion selection output,W00381,,,,,
target_specific_design,95,A,linear_sensor_pool,5,3,"2,4,5",3,18.28759439,-0.04426448,56.7441447,9.17548961,0.0,0,trial=95|k=3|rank=3,criterion selection output,W00382,,,,,
target_specific_design,95,E,linear_sensor_pool,5,3,"2,4,5",3,18.28759439,-0.04426448,56.7441447,9.17548961,0.0,0,trial=95|k=3|rank=3,criterion selection output,W00383,,,,,
target_specific_design,95,alpha,linear_sensor_pool,5,3,"0,1,7",3,0.17308077,-17.90510639,0.05824526,2.5974038,1.0,1,trial=95|k=3|rank=3,criterion selection output,W00384,,,,,
target_specific_design,96,D,linear_sensor_pool,5,3,"2,7,8",3,18.85020491,-0.04098051,48.41143452,9.45443726,0.0,0,trial=96|k=3|rank=3,criterion selection output,W00385,,,,,
target_specific_design,96,A,linear_sensor_pool,5,3,"2,7,8",3,18.85020491,-0.04098051,48.41143452,9.45443726,0.0,0,trial=96|k=3|rank=3,criterion selection output,W00386,,,,,
target_specific_design,96,E,linear_sensor_pool,5,3,"2,7,8",3,18.85020491,-0.04098051,48.41143452,9.45443726,0.0,0,trial=96|k=3|rank=3,criterion selection output,W00387,,,,,
target_specific_design,96,alpha,linear_sensor_pool,5,3,"0,1,4",3,2.45657751,-22.90939877,0.04497205,3.87233344,1.0,1,trial=96|k=3|rank=3,criterion selection output,W00388,,,,,
target_specific_design,97,D,linear_sensor_pool,5,3,"2,5,7",3,16.33503647,-0.08416562,18.85596669,8.22706805,0.0,0,trial=97|k=3|rank=3,criterion selection output,W00389,,,,,
target_specific_design,97,A,linear_sensor_pool,5,3,"2,5,7",3,16.33503647,-0.08416562,18.85596669,8.22706805,0.0,0,trial=97|k=3|rank=3,criterion selection output,W00390,,,,,
target_specific_design,97,E,linear_sensor_pool,5,3,"2,5,7",3,16.33503647,-0.08416562,18.85596669,8.22706805,0.0,0,trial=97|k=3|rank=3,criterion selection output,W00391,,,,,
target_specific_design,97,alpha,linear_sensor_pool,5,3,"0,1,5",3,2.53242781,-17.5937449,0.05909938,3.72363948,1.0,1,trial=97|k=3|rank=3,criterion selection output,W00392,,,,,
target_specific_design,98,D,linear_sensor_pool,5,3,"2,3,6",3,16.65328371,-0.08462659,17.25745265,8.38638619,0.0,0,trial=98|k=3|rank=3,criterion selection output,W00393,,,,,
target_specific_design,98,A,linear_sensor_pool,5,3,"2,3,6",3,16.65328371,-0.08462659,17.25745265,8.38638619,0.0,0,trial=98|k=3|rank=3,criterion selection output,W00394,,,,,
target_specific_design,98,E,linear_sensor_pool,5,3,"2,3,6",3,16.65328371,-0.08462659,17.25745265,8.38638619,0.0,0,trial=98|k=3|rank=3,criterion selection output,W00395,,,,,
target_specific_design,98,alpha,linear_sensor_pool,5,3,"0,1,6",3,2.89302988,-20.55552907,0.05028769,4.01155276,1.0,1,trial=98|k=3|rank=3,criterion selection output,W00396,,,,,
target_specific_design,99,D,linear_sensor_pool,5,3,"2,4,5",3,14.32133515,-0.20318856,5.99691452,7.29793627,0.0,0,trial=99|k=3|rank=3,criterion selection output,W00397,,,,,
target_specific_design,99,A,linear_sensor_pool,5,3,"2,3,5",3,14.1189284,-0.12581847,16.63844023,7.14811029,0.0,0,trial=99|k=3|rank=3,criterion selection output,W00398,,,,,
target_specific_design,99,E,linear_sensor_pool,5,3,"2,3,5",3,14.1189284,-0.12581847,16.63844023,7.14811029,0.0,0,trial=99|k=3|rank=3,criterion selection output,W00399,,,,,
target_specific_design,99,alpha,linear_sensor_pool,5,3,"0,1,3",3,0.35634043,-26.50309492,0.03876766,2.94910468,1.0,1,trial=99|k=3|rank=3,criterion selection output,W00400,,,,,
target_specific_design,100,D,linear_sensor_pool,5,3,"5,7,8",3,18.49551919,-0.04442318,45.97155733,9.27954104,0.0,0,trial=100|k=3|rank=3,criterion selection output,W00401,,,,,
target_specific_design,100,A,linear_sensor_pool,5,3,"5,7,8",3,18.49551919,-0.04442318,45.97155733,9.27954104,0.0,0,trial=100|k=3|rank=3,criterion selection output,W00402,,,,,
target_specific_design,100,E,linear_sensor_pool,5,3,"5,7,8",3,18.49551919,-0.04442318,45.97155733,9.27954104,0.0,0,trial=100|k=3|rank=3,criterion selection output,W00403,,,,,
target_specific_design,100,alpha,linear_sensor_pool,5,3,"0,1,2",3,-1.53386626,-101.57341811,0.00991465,2.96836834,1.0,1,trial=100|k=3|rank=3,criterion selection output,W00404,,,,,
target_specific_design,101,D,linear_sensor_pool,5,3,"4,6,8",3,16.26118164,-0.07223461,30.84772467,8.18204138,0.0,0,trial=101|k=3|rank=3,criterion selection output,W00405,,,,,
target_specific_design,101,A,linear_sensor_pool,5,3,"4,6,8",3,16.26118164,-0.07223461,30.84772467,8.18204138,0.0,0,trial=101|k=3|rank=3,criterion selection output,W00406,,,,,
target_specific_design,101,E,linear_sensor_pool,5,3,"3,6,8",3,16.12945727,-0.07298726,35.40985882,8.11673511,0.0,0,trial=101|k=3|rank=3,criterion selection output,W00407,,,,,
target_specific_design,101,alpha,linear_sensor_pool,5,3,"0,1,5",3,0.5337527,-18.75620503,0.05543378,2.79805697,1.0,1,trial=101|k=3|rank=3,criterion selection output,W00408,,,,,
target_specific_design,102,D,linear_sensor_pool,5,3,"2,7,8",3,17.9223457,-0.04895362,48.56337907,8.99618693,0.0,0,trial=102|k=3|rank=3,criterion selection output,W00409,,,,,
target_specific_design,102,A,linear_sensor_pool,5,3,"2,7,8",3,17.9223457,-0.04895362,48.56337907,8.99618693,0.0,0,trial=102|k=3|rank=3,criterion selection output,W00410,,,,,
target_specific_design,102,E,linear_sensor_pool,5,3,"2,7,8",3,17.9223457,-0.04895362,48.56337907,8.99618693,0.0,0,trial=102|k=3|rank=3,criterion selection output,W00411,,,,,
target_specific_design,102,alpha,linear_sensor_pool,5,3,"0,1,4",3,0.63812007,-17.91126221,0.05815085,2.81635146,1.0,1,trial=102|k=3|rank=3,criterion selection output,W00412,,,,,
target_specific_design,103,D,linear_sensor_pool,5,3,"2,7,8",3,16.67328165,-0.07276246,27.26868824,8.3883772,0.0,0,trial=103|k=3|rank=3,criterion selection output,W00413,,,,,
target_specific_design,103,A,linear_sensor_pool,5,3,"2,7,8",3,16.67328165,-0.07276246,27.26868824,8.3883772,0.0,0,trial=103|k=3|rank=3,criterion selection output,W00414,,,,,
target_specific_design,103,E,linear_sensor_pool,5,3,"2,7,8",3,16.67328165,-0.07276246,27.26868824,8.3883772,0.0,0,trial=103|k=3|rank=3,criterion selection output,W00415,,,,,
target_specific_design,103,alpha,linear_sensor_pool,5,3,"0,1,2",3,2.98554885,-17.56786998,0.05917521,3.94634874,1.0,1,trial=103|k=3|rank=3,criterion selection output,W00416,,,,,
target_specific_design,104,D,linear_sensor_pool,5,3,"3,4,7",3,16.8220552,-0.09733185,13.19951582,8.47918149,0.0,0,trial=104|k=3|rank=3,criterion selection output,W00417,,,,,
target_specific_design,104,A,linear_sensor_pool,5,3,"3,4,6",3,16.74863226,-0.07075359,25.05445723,8.42461738,0.0,0,trial=104|k=3|rank=3,criterion selection output,W00418,,,,,
target_specific_design,104,E,linear_sensor_pool,5,3,"4,6,8",3,16.1733727,-0.07800765,25.05891384,8.14212234,0.0,0,trial=104|k=3|rank=3,criterion selection output,W00419,,,,,
target_specific_design,104,alpha,linear_sensor_pool,5,3,"0,1,2",3,-1.80787231,-294.32136236,0.00340561,3.58040169,1.0,1,trial=104|k=3|rank=3,criterion selection output,W00420,,,,,
target_specific_design,105,D,linear_sensor_pool,5,3,"5,6,7",3,17.49950186,-0.08004984,16.34642837,8.80613308,0.0,0,trial=105|k=3|rank=3,criterion selection output,W00421,,,,,
target_specific_design,105,A,linear_sensor_pool,5,3,"5,7,8",3,17.46300873,-0.07210527,20.08039963,8.78255307,0.0,0,trial=105|k=3|rank=3,criterion selection output,W00422,,,,,
target_specific_design,105,E,linear_sensor_pool,5,3,"3,6,8",3,16.50185848,-0.07665242,22.09965889,8.30532346,0.0,0,trial=105|k=3|rank=3,criterion selection output,W00423,,,,,
target_specific_design,105,alpha,linear_sensor_pool,5,3,"0,1,3",3,0.68796782,-27.83063011,0.03685542,3.14247753,1.0,1,trial=105|k=3|rank=3,criterion selection output,W00424,,,,,
target_specific_design,106,D,linear_sensor_pool,5,3,"6,7,8",3,17.66689688,-0.06421709,25.24792372,8.87909048,0.0,0,trial=106|k=3|rank=3,criterion selection output,W00425,,,,,
target_specific_design,106,A,linear_sensor_pool,5,3,"3,7,8",3,17.45415177,-0.06322968,27.82060089,8.77207639,0.0,0,trial=106|k=3|rank=3,criterion selection output,W00426,,,,,
target_specific_design,106,E,linear_sensor_pool,5,3,"3,7,8",3,17.45415177,-0.06322968,27.82060089,8.77207639,0.0,0,trial=106|k=3|rank=3,criterion selection output,W00427,,,,,
target_specific_design,106,alpha,linear_sensor_pool,5,3,"0,1,5",3,-4.24789415,-753.7480839,0.00132795,3.05252672,1.0,1,trial=106|k=3|rank=3,criterion selection output,W00428,,,,,
target_specific_design,107,D,linear_sensor_pool,5,3,"2,3,4",3,15.63619009,-0.12091611,11.71876231,7.90254585,0.0,0,trial=107|k=3|rank=3,criterion selection output,W00429,,,,,
target_specific_design,107,A,linear_sensor_pool,5,3,"3,4,7",3,15.23679376,-0.11234636,15.96851317,7.69750051,0.0,0,trial=107|k=3|rank=3,criterion selection output,W00430,,,,,
target_specific_design,107,E,linear_sensor_pool,5,3,"3,4,7",3,15.23679376,-0.11234636,15.96851317,7.69750051,0.0,0,trial=107|k=3|rank=3,criterion selection output,W00431,,,,,
target_specific_design,107,alpha,linear_sensor_pool,5,3,"0,1,3",3,1.88973379,-33.96600573,0.03003968,3.87100083,1.0,1,trial=107|k=3|rank=3,criterion selection output,W00432,,,,,
target_specific_design,108,D,linear_sensor_pool,5,3,"4,5,8",3,18.8736292,-0.0413834,49.58245369,9.46643449,0.0,0,trial=108|k=3|rank=3,criterion selection output,W00433,,,,,
target_specific_design,108,A,linear_sensor_pool,5,3,"4,5,8",3,18.8736292,-0.0413834,49.58245369,9.46643449,0.0,0,trial=108|k=3|rank=3,criterion selection output,W00434,,,,,
target_specific_design,108,E,linear_sensor_pool,5,3,"3,5,7",3,18.36473259,-0.04612235,50.10720832,9.21535641,0.0,0,trial=108|k=3|rank=3,criterion selection output,W00435,,,,,
target_specific_design,108,alpha,linear_sensor_pool,5,3,"0,1,4",3,1.34429805,-52.7095435,0.01921924,3.91330105,1.0,1,trial=108|k=3|rank=3,criterion selection output,W00436,,,,,
target_specific_design,109,D,linear_sensor_pool,5,3,"6,7,8",3,18.57850057,-0.0454209,42.51983524,9.32172425,0.0,0,trial=109|k=3|rank=3,criterion selection output,W00437,,,,,
target_specific_design,109,A,linear_sensor_pool,5,3,"6,7,8",3,18.57850057,-0.0454209,42.51983524,9.32172425,0.0,0,trial=109|k=3|rank=3,criterion selection output,W00438,,,,,
target_specific_design,109,E,linear_sensor_pool,5,3,"6,7,8",3,18.57850057,-0.0454209,42.51983524,9.32172425,0.0,0,trial=109|k=3|rank=3,criterion selection output,W00439,,,,,
target_specific_design,109,alpha,linear_sensor_pool,5,3,"0,2,3",3,9.67996797,-1.08147013,1.0,5.39729359,1.0,1,trial=109|k=3|rank=3,criterion selection output,W00440,,,,,
target_specific_design,110,D,linear_sensor_pool,5,3,"2,6,7",3,16.81200132,-0.08006106,19.10997649,8.46264223,0.0,0,trial=110|k=3|rank=3,criterion selection output,W00441,,,,,
target_specific_design,110,A,linear_sensor_pool,5,3,"2,6,7",3,16.81200132,-0.08006106,19.10997649,8.46264223,0.0,0,trial=110|k=3|rank=3,criterion selection output,W00442,,,,,
target_specific_design,110,E,linear_sensor_pool,5,3,"2,4,6",3,15.81758231,-0.09876376,19.24703432,7.97855621,0.0,0,trial=110|k=3|rank=3,criterion selection output,W00443,,,,,
target_specific_design,110,alpha,linear_sensor_pool,5,3,"0,1,2",3,-1.98778659,-316.50526257,0.0031664,3.54350818,1.0,1,trial=110|k=3|rank=3,criterion selection output,W00444,,,,,
