family_id,mode,n,p_record,q_target,k_contexts,descriptor_signature,local_exact_all,invariant_exact_direct,invariant_exact_agreement,lift_direct_consistent,agreement_basis_dim,lifted_rank,lifted_residual_norm,stack_residual_norm,stack_alignment,free_aug_threshold,restricted_aug_threshold,restricted_aug_found,free_aug_constructed_exact,candidate_count,library_rank_gain,library_target_defect,library_full_pool_feasible,library_full_pool_exact,library_search_limit,library_found_within_limit,notes
ao_pair_59_bad,paired_mismatch,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,5.265032973255377e-14,0.9999999999999994,3,,0,1,13,7,0,1,1,2,0,
ao_pair_60_good,paired_shared,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,9.648087210223558e-14,4.0846552052069704e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_60_bad,paired_mismatch,9,3,3,3,n9|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,1.5358441867999715e-14,0.9999999999999999,3,,0,1,15,6,0,1,1,2,0,
ao_pair_61_good,paired_shared,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,3.247625332886312e-14,6.402589861908217e-14,0.9999999999999991,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_61_bad,paired_mismatch,6,3,3,3,n6|p3|q3|k3|budget9|stackr3|targetr3,1,0,0,1,0,0,inf,1.6190995632333962e-14,0.9999999999999998,3,,0,1,15,6,0,1,1,2,0,
ao_pair_62_good,paired_shared,8,3,2,4,n8|p3|q2|k4|budget12|stackr3|targetr2,1,1,1,1,3,3,7.119291619286993e-15,8.40902333604468e-15,0.9999999999999998,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_62_bad,paired_mismatch,8,3,2,4,n8|p3|q2|k4|budget12|stackr3|targetr2,1,0,0,1,0,0,inf,1.3138212466834012e-14,0.9999999999999997,2,,0,1,16,6,0,1,1,2,0,
ao_pair_63_good,paired_shared,9,4,3,4,n9|p4|q3|k4|budget16|stackr4|targetr3,1,1,1,1,4,4,7.683128369205366e-14,1.343068873059626e-13,0.9999999999999987,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_63_bad,paired_mismatch,9,4,3,4,n9|p4|q3|k4|budget16|stackr4|targetr3,1,0,0,1,0,0,inf,6.245100732104073e-14,0.9999999999999993,3,,0,1,17,7,0,1,1,2,0,
ao_pair_64_good,paired_shared,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,4.248724734123577e-13,3.6143514757781867e-13,0.9999999999999973,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_64_bad,paired_mismatch,6,4,3,2,n6|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,9.712059433368207e-14,0.9999999999999993,3,,0,1,13,6,0,1,1,2,0,
ao_pair_65_good,paired_shared,6,4,3,3,n6|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,2.867867465179357e-13,2.0900708477828868e-13,0.9999999999999984,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_65_bad,paired_mismatch,6,4,3,3,n6|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,4.946818925591419e-13,0.9999999999999963,3,,0,1,15,6,0,1,1,2,0,
ao_pair_66_good,paired_shared,9,3,2,3,n9|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,4.504387026253897e-14,4.0311951884711364e-14,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_66_bad,paired_mismatch,9,3,2,3,n9|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,4.919578495377489e-14,0.9999999999999996,2,,0,1,15,6,0,1,1,2,0,
ao_pair_67_good,paired_shared,9,4,3,4,n9|p4|q3|k4|budget16|stackr4|targetr3,1,1,1,1,4,4,1.2905204930967195e-13,1.25469152482156e-13,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_67_bad,paired_mismatch,9,4,3,4,n9|p4|q3|k4|budget16|stackr4|targetr3,1,0,0,1,0,0,inf,5.3083059006141065e-14,0.9999999999999998,3,,0,1,16,7,0,1,1,2,0,
ao_pair_68_good,paired_shared,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,1.1091566984390294e-13,5.5403132456762165e-14,0.9999999999999988,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_68_bad,paired_mismatch,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,1.6485223136149494e-14,0.9999999999999997,2,2,1,1,15,6,0,1,1,2,1,
ao_pair_69_good,paired_shared,7,5,3,2,n7|p5|q3|k2|budget10|stackr5|targetr3,1,1,1,1,5,5,1.6214547865791965e-13,1.2645552344494537e-13,0.9999999999999992,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_69_bad,paired_mismatch,7,5,3,2,n7|p5|q3|k2|budget10|stackr5|targetr3,1,0,0,1,0,0,inf,8.19726612394192e-14,0.9999999999999994,3,,0,1,13,7,0,1,1,2,0,
ao_pair_70_good,paired_shared,6,4,2,3,n6|p4|q2|k3|budget12|stackr4|targetr2,1,1,1,1,4,4,1.7301022567381986e-13,1.0960639910886038e-13,0.9999999999999987,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_70_bad,paired_mismatch,6,4,2,3,n6|p4|q2|k3|budget12|stackr4|targetr2,1,0,0,1,0,0,inf,4.1516997457763135e-14,0.9999999999999994,2,,0,1,15,6,0,1,1,2,0,
ao_pair_71_good,paired_shared,8,4,3,4,n8|p4|q3|k4|budget16|stackr4|targetr3,1,1,1,1,4,4,3.487364449496395e-13,9.062031793891883e-14,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_71_bad,paired_mismatch,8,4,3,4,n8|p4|q3|k4|budget16|stackr4|targetr3,1,0,0,1,0,0,inf,4.337549145487706e-14,0.9999999999999997,3,,0,1,17,7,0,1,1,2,0,
ao_pair_72_good,paired_shared,6,4,3,3,n6|p4|q3|k3|budget12|stackr4|targetr3,1,1,1,1,4,4,4.8313967116652444e-14,1.0356327953181512e-13,0.9999999999999989,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_72_bad,paired_mismatch,6,4,3,3,n6|p4|q3|k3|budget12|stackr4|targetr3,1,0,0,1,0,0,inf,5.4370671879738923e-14,0.9999999999999994,3,,0,1,15,6,0,1,1,2,0,
ao_pair_73_good,paired_shared,8,5,2,3,n8|p5|q2|k3|budget15|stackr5|targetr2,1,1,1,1,5,5,8.98422216011013e-14,1.0353280629898481e-13,0.9999999999999992,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_73_bad,paired_mismatch,8,5,2,3,n8|p5|q2|k3|budget15|stackr5|targetr2,1,0,0,1,0,0,inf,4.2890833880625354e-14,0.9999999999999997,2,,0,1,15,8,0,1,1,2,0,
ao_pair_74_good,paired_shared,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,1,1,1,3,3,6.874782104478211e-14,8.703950256691822e-14,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_74_bad,paired_mismatch,6,3,2,3,n6|p3|q2|k3|budget9|stackr3|targetr2,1,0,0,1,0,0,inf,6.055266705494699e-14,0.9999999999999993,2,,0,1,15,6,0,1,1,2,0,
ao_pair_75_good,paired_shared,9,5,2,3,n9|p5|q2|k3|budget15|stackr5|targetr2,1,1,1,1,5,5,4.1035669290410366e-13,4.771634717467532e-14,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_75_bad,paired_mismatch,9,5,2,3,n9|p5|q2|k3|budget15|stackr5|targetr2,1,0,0,1,0,0,inf,5.224233452707101e-14,0.9999999999999994,2,,0,1,15,8,0,1,1,2,0,
ao_pair_76_good,paired_shared,6,5,2,4,n6|p5|q2|k4|budget20|stackr5|targetr2,1,1,1,1,5,5,1.0627194902511488e-13,1.3389565849012925e-13,0.9999999999999982,0,0,1,1,11,1,0,1,1,2,1,
ao_pair_76_bad,paired_mismatch,6,5,2,4,n6|p5|q2|k4|budget20|stackr5|targetr2,1,0,0,1,0,0,inf,7.0444153966808e-14,0.9999999999999991,2,,0,1,17,6,0,1,1,2,0,
ao_pair_77_good,paired_shared,6,5,2,4,n6|p5|q2|k4|budget20|stackr5|targetr2,1,1,1,1,5,5,2.70457256209957e-14,1.198222858192882e-13,0.9999999999999979,0,0,1,1,11,1,0,1,1,2,1,
ao_pair_77_bad,paired_mismatch,6,5,2,4,n6|p5|q2|k4|budget20|stackr5|targetr2,1,0,0,1,0,0,inf,6.12868249997366e-14,0.9999999999999989,2,,0,1,17,6,0,1,1,2,0,
ao_pair_78_good,paired_shared,7,5,3,2,n7|p5|q3|k2|budget10|stackr5|targetr3,1,1,1,1,5,5,1.9809763903470545e-13,1.2309524876080797e-13,0.9999999999999993,0,0,1,1,11,2,0,1,1,2,1,
ao_pair_78_bad,paired_mismatch,7,5,3,2,n7|p5|q3|k2|budget10|stackr5|targetr3,1,0,0,1,0,0,inf,1.017962516548778e-13,0.9999999999999994,3,,0,1,13,7,0,1,1,2,0,
ao_pair_79_good,paired_shared,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,1,1,1,4,4,1.3557373717131247e-12,1.0476711090019014e-12,0.9999999999999939,0,0,1,1,11,3,0,1,1,2,1,
ao_pair_79_bad,paired_mismatch,9,4,3,2,n9|p4|q3|k2|budget8|stackr4|targetr3,1,0,0,1,0,0,inf,8.051620283586574e-14,0.9999999999999996,3,,0,1,13,7,0,1,1,2,0,
ao_extra_0,random_mixed,8,3,2,2,n8|p3|q2|k2|budget6|stackr6|targetr2,0,0,0,1,0,0,inf,inf,-inf,2,,0,1,13,8,0,1,1,2,0,
ao_extra_1,random_mixed,6,3,2,4,n6|p3|q2|k4|budget12|stackr6|targetr2,0,0,0,1,0,0,inf,5.287273241356986e-15,0.9999999999999992,2,,0,1,17,6,0,1,1,2,0,
ao_extra_2,random_local_candidate,6,3,2,4,n6|p3|q2|k4|budget12|stackr6|targetr2,1,1,1,1,2,2,2.401779625492033e-15,2.8414579906907244e-15,0.9999999999999994,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_3,random_mixed,8,5,3,4,n8|p5|q3|k4|budget20|stackr8|targetr3,0,0,0,1,0,0,inf,1.23609262023521e-14,0.9999999999999988,3,,0,1,17,8,0,1,1,2,0,
ao_extra_4,random_local_candidate,9,4,2,3,n9|p4|q2|k3|budget12|stackr8|targetr2,1,1,1,1,2,2,3.138596119287066e-15,8.978137728708542e-15,0.999999999999999,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_5,random_mixed,9,3,3,3,n9|p3|q3|k3|budget9|stackr9|targetr3,0,0,0,1,0,0,inf,3.83483632597708e-14,0.9999999999999964,3,,0,1,15,9,0,1,1,2,0,
ao_extra_6,random_local_candidate,6,3,2,3,n6|p3|q2|k3|budget9|stackr5|targetr2,1,1,1,1,2,2,2.9097409963058362e-15,4.242343490637981e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_7,random_mixed,6,5,2,3,n6|p5|q2|k3|budget15|stackr6|targetr2,0,0,0,1,0,0,inf,4.565433630022062e-15,0.9999999999999994,2,,0,1,15,6,0,1,1,2,0,
ao_extra_8,random_local_candidate,9,5,3,3,n9|p5|q3|k3|budget15|stackr9|targetr3,1,1,1,1,3,3,3.194218211114644e-15,9.424162411822109e-15,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_9,random_mixed,6,4,2,4,n6|p4|q2|k4|budget16|stackr6|targetr2,0,0,0,1,0,0,inf,4.565771097859314e-15,0.9999999999999993,2,,0,1,17,6,0,1,1,2,0,
ao_extra_10,random_mixed,8,3,2,2,n8|p3|q2|k2|budget6|stackr6|targetr2,0,0,0,1,0,0,inf,inf,-inf,2,,0,1,13,8,0,1,1,2,0,
ao_extra_11,random_local_candidate,8,3,2,4,n8|p3|q2|k4|budget12|stackr6|targetr2,1,1,1,1,2,2,3.5440294475802254e-15,3.739497330986539e-15,0.9999999999999996,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_12,random_mixed,9,3,3,2,n9|p3|q3|k2|budget6|stackr6|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,13,8,1,0,0,2,0,
ao_extra_13,random_mixed,9,4,2,3,n9|p4|q2|k3|budget12|stackr9|targetr2,0,0,0,1,0,0,inf,5.100988523869595e-15,0.9999999999999993,2,,0,1,15,9,0,1,1,2,0,
ao_extra_14,random_local_candidate,7,4,2,3,n7|p4|q2|k3|budget12|stackr7|targetr2,1,1,1,1,2,2,2.873741046359687e-15,5.157460969112708e-15,0.9999999999999992,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_15,rank_limited,6,5,3,2,n6|p5|q3|k2|budget10|stackr2|targetr3,0,0,0,1,3,0,inf,inf,-inf,3,,0,1,7,4,2,0,0,2,0,
ao_extra_16,random_mixed,9,5,3,2,n9|p5|q3|k2|budget10|stackr9|targetr3,0,0,0,1,0,0,inf,4.321880918859165e-14,0.9999999999999959,3,,0,1,13,8,1,0,0,2,0,
ao_extra_17,random_mixed,9,4,3,4,n9|p4|q3|k4|budget16|stackr9|targetr3,0,0,0,1,0,0,inf,7.82608802144629e-15,0.9999999999999992,3,,0,1,17,9,0,1,1,2,0,
ao_extra_18,random_mixed,7,3,3,2,n7|p3|q3|k2|budget6|stackr6|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,13,7,0,1,1,2,0,
ao_extra_19,random_mixed,8,3,3,3,n8|p3|q3|k3|budget9|stackr8|targetr3,0,0,0,1,0,0,inf,1.3160241128145956e-14,0.9999999999999986,3,,0,1,15,8,0,1,1,2,0,
ao_extra_20,random_local_candidate,6,3,2,2,n6|p3|q2|k2|budget6|stackr4|targetr2,1,1,1,1,2,2,1.2567637595793301e-15,3.816265483356246e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_21,random_local_candidate,6,4,2,4,n6|p4|q2|k4|budget16|stackr6|targetr2,1,1,1,1,2,2,6.265882669069782e-16,4.142083777530584e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_22,random_local_candidate,9,3,3,4,n9|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,5.475250083412933e-15,4.9529171426429686e-15,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_23,random_mixed,9,3,3,2,n9|p3|q3|k2|budget6|stackr6|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,13,8,1,0,0,2,0,
ao_extra_24,random_mixed,9,5,2,2,n9|p5|q2|k2|budget10|stackr9|targetr2,0,0,0,1,0,0,inf,8.975657075985904e-15,0.999999999999999,2,,0,1,13,8,1,0,0,2,0,
ao_extra_25,rank_limited,8,3,2,3,n8|p3|q2|k3|budget9|stackr3|targetr2,0,0,0,1,0,0,inf,inf,-inf,2,,0,1,13,6,2,0,0,2,0,
ao_extra_26,random_mixed,6,3,3,3,n6|p3|q3|k3|budget9|stackr6|targetr3,0,0,0,1,0,0,inf,5.793473629766773e-15,0.9999999999999992,3,,0,1,15,6,0,1,1,2,0,
ao_extra_27,rank_limited,7,5,2,4,n7|p5|q2|k4|budget20|stackr7|targetr2,0,0,0,1,0,0,inf,7.554288737557415e-15,0.999999999999999,2,,0,1,17,7,0,1,1,2,0,
ao_extra_28,random_mixed,6,3,3,4,n6|p3|q3|k4|budget12|stackr6|targetr3,0,0,0,1,0,0,inf,4.862852889936548e-15,0.9999999999999992,3,,0,1,17,6,0,1,1,2,0,
ao_extra_29,random_mixed,6,3,2,4,n6|p3|q2|k4|budget12|stackr6|targetr2,0,0,0,1,0,0,inf,1.0823393387719041e-14,0.9999999999999983,2,,0,1,17,6,0,1,1,2,0,
ao_extra_30,rank_limited,8,5,3,4,n8|p5|q3|k4|budget20|stackr8|targetr3,0,0,0,1,0,0,inf,7.773147043461346e-15,0.9999999999999993,3,,0,1,17,8,0,1,1,2,0,
ao_extra_31,random_local_candidate,8,3,3,3,n8|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,4.749549962429415e-15,6.1904075737758945e-15,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_32,random_mixed,7,5,3,4,n7|p5|q3|k4|budget20|stackr7|targetr3,0,0,0,1,0,0,inf,2.1693304062937612e-14,0.9999999999999974,3,,0,1,17,7,0,1,1,2,0,
ao_extra_33,rank_limited,6,3,2,2,n6|p3|q2|k2|budget6|stackr2|targetr2,0,0,0,1,1,0,inf,inf,-inf,2,,0,1,12,5,1,0,0,2,0,
ao_extra_34,random_local_candidate,7,4,2,3,n7|p4|q2|k3|budget12|stackr7|targetr2,1,1,1,1,2,2,2.0985162820420807e-15,5.963365717544845e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_35,random_local_candidate,8,4,3,4,n8|p4|q3|k4|budget16|stackr7|targetr3,1,1,1,1,3,3,4.565517999319921e-15,5.917668374689835e-15,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_36,rank_limited,8,4,3,2,n8|p4|q3|k2|budget8|stackr6|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,13,8,0,1,1,2,0,
ao_extra_37,random_local_candidate,7,3,3,3,n7|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,2.7479509228154137e-15,2.761000838085243e-15,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_38,random_local_candidate,9,5,2,3,n9|p5|q2|k3|budget15|stackr9|targetr2,1,1,1,1,2,2,2.31146419039328e-15,1.345120109338244e-14,0.9999999999999983,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_39,random_mixed,9,4,2,3,n9|p4|q2|k3|budget12|stackr9|targetr2,0,0,0,1,0,0,inf,9.960501231523758e-15,0.9999999999999987,2,,0,1,15,9,0,1,1,2,0,
ao_extra_40,random_local_candidate,8,3,2,3,n8|p3|q2|k3|budget9|stackr5|targetr2,1,1,1,1,2,2,1.405567122891122e-15,5.629739766038154e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_41,random_mixed,6,5,3,2,n6|p5|q3|k2|budget10|stackr6|targetr3,0,0,0,1,0,0,inf,5.662137425588298e-15,0.9999999999999993,3,,0,1,13,6,0,1,1,2,0,
ao_extra_42,random_local_candidate,6,4,2,3,n6|p4|q2|k3|budget12|stackr6|targetr2,1,1,1,1,2,2,2.462593796972316e-15,4.457514335395259e-15,0.9999999999999994,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_43,rank_limited,6,4,3,2,n6|p4|q3|k2|budget8|stackr6|targetr3,0,0,0,1,0,0,inf,1.2155801426035668e-14,0.9999999999999987,3,,0,1,13,6,0,1,1,2,0,
ao_extra_44,random_mixed,6,5,3,4,n6|p5|q3|k4|budget20|stackr6|targetr3,0,0,0,1,0,0,inf,5.309487274325303e-15,0.9999999999999993,3,,0,1,17,6,0,1,1,2,0,
ao_extra_45,random_local_candidate,7,5,2,3,n7|p5|q2|k3|budget15|stackr7|targetr2,1,1,1,1,2,2,1.8038988979531736e-15,7.835458479322536e-15,0.999999999999999,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_46,random_mixed,9,5,2,3,n9|p5|q2|k3|budget15|stackr9|targetr2,0,0,0,1,0,0,inf,5.5547221760443636e-15,0.9999999999999993,2,,0,1,15,9,0,1,1,2,0,
ao_extra_47,random_local_candidate,8,5,2,2,n8|p5|q2|k2|budget10|stackr8|targetr2,1,1,1,1,2,2,6.462222850547427e-15,6.538073133704117e-15,0.9999999999999992,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_48,random_mixed,6,3,2,3,n6|p3|q2|k3|budget9|stackr6|targetr2,0,0,0,1,0,0,inf,7.516792024291677e-15,0.9999999999999991,2,,0,1,15,6,0,1,1,2,0,
ao_extra_49,random_mixed,9,3,2,4,n9|p3|q2|k4|budget12|stackr9|targetr2,0,0,0,1,0,0,inf,1.3358248461206346e-14,0.9999999999999984,2,,0,1,17,9,0,1,1,2,0,
ao_extra_50,random_mixed,8,4,2,3,n8|p4|q2|k3|budget12|stackr8|targetr2,0,0,0,1,0,0,inf,4.339821898667232e-15,0.9999999999999994,2,,0,1,15,8,0,1,1,2,0,
ao_extra_51,random_local_candidate,9,4,2,3,n9|p4|q2|k3|budget12|stackr8|targetr2,1,1,1,1,2,2,2.0672052679986733e-15,4.697545332816089e-15,0.9999999999999992,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_52,random_local_candidate,8,5,2,2,n8|p5|q2|k2|budget10|stackr8|targetr2,1,1,1,1,2,2,2.817430187029739e-15,4.9601007531682564e-15,0.9999999999999993,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_53,random_local_candidate,6,3,2,2,n6|p3|q2|k2|budget6|stackr4|targetr2,1,1,1,1,2,2,2.3707876222259364e-15,4.513845153265833e-15,0.9999999999999994,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_54,random_mixed,7,3,2,2,n7|p3|q2|k2|budget6|stackr6|targetr2,0,0,0,1,0,0,inf,inf,-inf,2,,0,1,13,7,0,1,1,2,0,
ao_extra_55,random_mixed,7,5,2,2,n7|p5|q2|k2|budget10|stackr7|targetr2,0,0,0,1,0,0,inf,1.7889152132594664e-14,0.9999999999999978,2,,0,1,13,7,0,1,1,2,0,
ao_extra_56,random_mixed,6,4,2,4,n6|p4|q2|k4|budget16|stackr6|targetr2,0,0,0,1,0,0,inf,8.51856553749515e-15,0.999999999999999,2,,0,1,17,6,0,1,1,2,0,
ao_extra_57,rank_limited,8,4,3,2,n8|p4|q3|k2|budget8|stackr4|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,13,7,1,0,0,2,0,
ao_extra_58,random_mixed,6,5,2,4,n6|p5|q2|k4|budget20|stackr6|targetr2,0,0,0,1,0,0,inf,4.57741953986873e-15,0.9999999999999994,2,,0,1,17,6,0,1,1,2,0,
ao_extra_59,random_mixed,7,5,3,4,n7|p5|q3|k4|budget20|stackr7|targetr3,0,0,0,1,0,0,inf,8.849285410853269e-15,0.999999999999999,3,,0,1,17,7,0,1,1,2,0,
ao_extra_60,random_local_candidate,8,5,2,2,n8|p5|q2|k2|budget10|stackr8|targetr2,1,1,1,1,2,2,1.1657341758564144e-15,4.262394556123564e-15,0.9999999999999996,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_61,random_local_candidate,9,3,2,4,n9|p3|q2|k4|budget12|stackr6|targetr2,1,1,1,1,2,2,9.896137512792096e-16,6.016710262675563e-15,0.9999999999999992,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_62,random_mixed,6,4,3,3,n6|p4|q3|k3|budget12|stackr6|targetr3,0,0,0,1,0,0,inf,7.641017212589066e-15,0.999999999999999,3,,0,1,15,6,0,1,1,2,0,
ao_extra_63,random_local_candidate,8,3,2,2,n8|p3|q2|k2|budget6|stackr4|targetr2,1,1,1,1,2,2,1.1881526203463274e-15,2.5073902190240937e-15,0.9999999999999997,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_64,random_local_candidate,6,4,2,3,n6|p4|q2|k3|budget12|stackr6|targetr2,1,1,1,1,2,2,2.3554657679089182e-15,1.3812045665117414e-14,0.9999999999999978,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_65,random_local_candidate,9,4,3,3,n9|p4|q3|k3|budget12|stackr6|targetr3,1,1,1,1,3,3,3.354286002543853e-15,6.344399593890546e-15,0.9999999999999993,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_66,random_mixed,8,4,3,4,n8|p4|q3|k4|budget16|stackr8|targetr3,0,0,0,1,0,0,inf,7.005190574351762e-15,0.9999999999999992,3,,0,1,17,8,0,1,1,2,0,
ao_extra_67,random_mixed,7,5,3,2,n7|p5|q3|k2|budget10|stackr7|targetr3,0,0,0,1,0,0,inf,5.497706264910442e-15,0.9999999999999993,3,,0,1,13,7,0,1,1,2,0,
ao_extra_68,random_local_candidate,6,5,2,3,n6|p5|q2|k3|budget15|stackr6|targetr2,1,1,1,1,2,2,1.5752511826998018e-15,5.156938146233355e-15,0.9999999999999992,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_69,random_local_candidate,8,3,3,3,n8|p3|q3|k3|budget9|stackr3|targetr3,1,1,1,1,3,3,3.8193489933529785e-15,3.5240018266742336e-15,0.9999999999999997,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_70,random_mixed,6,5,3,2,n6|p5|q3|k2|budget10|stackr6|targetr3,0,0,0,1,0,0,inf,4.00299009870075e-15,0.9999999999999996,3,,0,1,13,6,0,1,1,2,0,
ao_extra_71,rank_limited,8,5,3,2,n8|p5|q3|k2|budget10|stackr6|targetr3,0,0,0,1,0,0,inf,inf,-inf,3,,0,1,10,7,1,0,0,2,0,
ao_extra_72,random_mixed,7,3,3,4,n7|p3|q3|k4|budget12|stackr7|targetr3,0,0,0,1,0,0,inf,2.1076010431540927e-14,0.999999999999998,3,,0,1,17,7,0,1,1,2,0,
ao_extra_73,random_mixed,8,3,2,2,n8|p3|q2|k2|budget6|stackr6|targetr2,0,0,0,1,0,0,inf,inf,-inf,2,,0,1,13,8,0,1,1,2,0,
ao_extra_74,random_mixed,7,5,2,4,n7|p5|q2|k4|budget20|stackr7|targetr2,0,0,0,1,0,0,inf,1.2486431129267744e-14,0.999999999999998,2,,0,1,17,7,0,1,1,2,0,
ao_extra_75,random_local_candidate,7,4,3,2,n7|p4|q3|k2|budget8|stackr5|targetr3,1,1,1,1,3,3,3.1901635470421983e-15,1.2279136919433219e-14,0.9999999999999987,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_76,random_local_candidate,6,3,2,4,n6|p3|q2|k4|budget12|stackr6|targetr2,1,1,1,1,2,2,1.5133004189148268e-15,3.655526272116834e-15,0.9999999999999996,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_77,random_local_candidate,9,4,3,3,n9|p4|q3|k3|budget12|stackr6|targetr3,1,1,1,1,3,3,3.691967596912903e-15,5.201801412939304e-15,0.9999999999999996,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_78,random_mixed,7,4,2,3,n7|p4|q2|k3|budget12|stackr7|targetr2,0,0,0,1,0,0,inf,1.1897530360566235e-14,0.9999999999999983,2,,0,1,15,7,0,1,1,2,0,
ao_extra_79,random_mixed,7,3,2,4,n7|p3|q2|k4|budget12|stackr7|targetr2,0,0,0,1,0,0,inf,2.7111955412596303e-14,0.9999999999999958,2,,0,1,17,7,0,1,1,2,0,
ao_extra_80,random_local_candidate,8,3,2,4,n8|p3|q2|k4|budget12|stackr6|targetr2,1,1,1,1,2,2,5.187805916652638e-15,4.897881066598247e-15,0.9999999999999994,0,0,1,1,11,4,0,1,1,2,1,
ao_extra_81,random_mixed,8,4,3,3,n8|p4|q3|k3|budget12|stackr8|targetr3,0,0,0,1,0,0,inf,1.7320902488521377e-14,0.9999999999999982,3,,0,1,15,8,0,1,1,2,0,
ao_extra_82,random_local_candidate,8,3,3,4,n8|p3|q3|k4|budget12|stackr3|targetr3,1,1,1,1,3,3,4.583285185259637e-15,5.324026591078224e-15,0.9999999999999994,0,0,1,1,11,3,0,1,1,2,1,
ao_extra_83,random_local_candidate,8,5,3,3,n8|p5|q3|k3|budget15|stackr8|targetr3,1,1,1,1,3,3,1.7590982550781886e-15,8.604760732672544e-15,0.999999999999999,0,0,1,1,11,3,0,1,1,2,1,
