anomaly_id,type,family,descriptor_signature,count,evidence,severity
a_313,design_failure_conflict,design_conflict,n4|m2|r2|i4.22,2,design_2437_d_opt vs design_2437_alpha_opt,high
a_314,design_failure_conflict,design_conflict,n4|m2|r2|i4.08,2,design_2454_d_opt vs design_2454_alpha_opt,high
a_315,design_failure_conflict,design_conflict,n4|m2|r2|i4.56,2,design_2463_d_opt vs design_2463_alpha_opt,high
a_316,design_failure_conflict,design_conflict,n4|m2|r2|i4.75,2,design_2464_d_opt vs design_2464_alpha_opt,high
a_317,design_failure_conflict,design_conflict,n4|m2|r2|i4.49,2,design_2465_d_opt vs design_2465_alpha_opt,high
a_318,design_failure_conflict,design_conflict,n4|m2|r2|i4.34,2,design_2468_d_opt vs design_2468_alpha_opt,high
a_319,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.70,2,intv_1801_obs -> intv_1801_itv,high
a_320,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.81,2,intv_1802_obs -> intv_1802_itv,high
a_321,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.27,2,intv_1803_obs -> intv_1803_itv,high
a_322,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.87,2,intv_1804_obs -> intv_1804_itv,high
a_323,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.37,2,intv_1805_obs -> intv_1805_itv,high
a_324,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.06,2,intv_1806_obs -> intv_1806_itv,high
a_325,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.78,2,intv_1807_obs -> intv_1807_itv,high
a_326,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.27,2,intv_1809_obs -> intv_1809_itv,high
a_327,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.33,2,intv_1811_obs -> intv_1811_itv,high
a_328,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.42,2,intv_1812_obs -> intv_1812_itv,high
a_329,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.95,2,intv_1814_obs -> intv_1814_itv,high
a_330,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.11,2,intv_1816_obs -> intv_1816_itv,high
a_331,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.84,2,intv_1817_obs -> intv_1817_itv,high
a_332,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.32,2,intv_1818_obs -> intv_1818_itv,high
a_333,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.47,2,intv_1820_obs -> intv_1820_itv,high
a_334,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.01,2,intv_1821_obs -> intv_1821_itv,high
a_335,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.06,2,intv_1822_obs -> intv_1822_itv,high
a_336,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.26,2,intv_1823_obs -> intv_1823_itv,high
a_337,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.84,2,intv_1825_obs -> intv_1825_itv,high
a_338,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.49,2,intv_1826_obs -> intv_1826_itv,high
a_339,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.18,2,intv_1829_obs -> intv_1829_itv,high
a_340,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.43,2,intv_1830_obs -> intv_1830_itv,high
a_341,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.25,2,intv_1832_obs -> intv_1832_itv,high
a_342,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.75,2,intv_1833_obs -> intv_1833_itv,high
a_343,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.28,2,intv_1834_obs -> intv_1834_itv,high
a_344,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.58,2,intv_1837_obs -> intv_1837_itv,high
a_345,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.32,2,intv_1838_obs -> intv_1838_itv,high
a_346,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.76,2,intv_1840_obs -> intv_1840_itv,high
a_347,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.07,2,intv_1841_obs -> intv_1841_itv,high
a_348,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.15,2,intv_1842_obs -> intv_1842_itv,high
a_349,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.00,2,intv_1845_obs -> intv_1845_itv,high
a_350,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.13,2,intv_1846_obs -> intv_1846_itv,high
a_351,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.90,2,intv_1847_obs -> intv_1847_itv,high
a_352,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.12,2,intv_1848_obs -> intv_1848_itv,high
a_353,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.18,2,intv_1852_obs -> intv_1852_itv,high
a_354,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.52,2,intv_1853_obs -> intv_1853_itv,high
a_355,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.06,2,intv_1855_obs -> intv_1855_itv,high
a_356,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.20,2,intv_1857_obs -> intv_1857_itv,high
a_357,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.57,2,intv_1858_obs -> intv_1858_itv,high
a_358,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.74,2,intv_1859_obs -> intv_1859_itv,high
a_359,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.71,2,intv_1862_obs -> intv_1862_itv,high
a_360,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.74,2,intv_1863_obs -> intv_1863_itv,high
a_361,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.83,2,intv_1867_obs -> intv_1867_itv,high
a_362,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.77,2,intv_1868_obs -> intv_1868_itv,high
a_363,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.53,2,intv_1871_obs -> intv_1871_itv,high
a_364,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.14,2,intv_1872_obs -> intv_1872_itv,high
a_365,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.52,2,intv_1873_obs -> intv_1873_itv,high
a_366,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.62,2,intv_1874_obs -> intv_1874_itv,high
a_367,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.08,2,intv_1876_obs -> intv_1876_itv,high
a_368,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.97,2,intv_1877_obs -> intv_1877_itv,high
a_369,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.67,2,intv_1879_obs -> intv_1879_itv,high
a_370,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.49,2,intv_1881_obs -> intv_1881_itv,high
a_371,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.09,2,intv_1883_obs -> intv_1883_itv,high
a_372,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.61,2,intv_1884_obs -> intv_1884_itv,high
a_373,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.99,2,intv_1885_obs -> intv_1885_itv,high
a_374,intervention_vs_observation_split,intervention_split,n5|m2|r2|i2.77,2,intv_1886_obs -> intv_1886_itv,high
a_375,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.93,2,intv_1887_obs -> intv_1887_itv,high
a_376,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.27,2,intv_1889_obs -> intv_1889_itv,high
a_377,intervention_vs_observation_split,intervention_split,n5|m2|r2|i2.48,2,intv_1891_obs -> intv_1891_itv,high
a_378,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.34,2,intv_1892_obs -> intv_1892_itv,high
a_379,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.80,2,intv_1897_obs -> intv_1897_itv,high
a_380,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.26,2,intv_1901_obs -> intv_1901_itv,high
a_381,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.21,2,intv_1902_obs -> intv_1902_itv,high
a_382,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.08,2,intv_1905_obs -> intv_1905_itv,high
a_383,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.82,2,intv_1906_obs -> intv_1906_itv,high
a_384,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.26,2,intv_1908_obs -> intv_1908_itv,high
a_385,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.53,2,intv_1909_obs -> intv_1909_itv,high
a_386,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.70,2,intv_1911_obs -> intv_1911_itv,high
a_387,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.96,2,intv_1912_obs -> intv_1912_itv,high
a_388,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.68,2,intv_1913_obs -> intv_1913_itv,high
a_389,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.71,2,intv_1915_obs -> intv_1915_itv,high
a_390,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.04,2,intv_1916_obs -> intv_1916_itv,high
a_391,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.03,2,intv_1919_obs -> intv_1919_itv,high
a_392,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.34,2,intv_1920_obs -> intv_1920_itv,high
a_393,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.26,2,intv_1921_obs -> intv_1921_itv,high
a_394,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.09,2,intv_1923_obs -> intv_1923_itv,high
a_395,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.13,2,intv_1925_obs -> intv_1925_itv,high
a_396,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.30,2,intv_1927_obs -> intv_1927_itv,high
a_397,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.74,2,intv_1928_obs -> intv_1928_itv,high
a_398,intervention_vs_observation_split,intervention_split,n5|m2|r2|i1.79,2,intv_1930_obs -> intv_1930_itv,high
a_399,intervention_vs_observation_split,intervention_split,n5|m2|r2|i2.48,2,intv_1932_obs -> intv_1932_itv,high
a_400,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.92,2,intv_1933_obs -> intv_1933_itv,high
a_401,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.18,2,intv_1934_obs -> intv_1934_itv,high
a_402,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.63,2,intv_1935_obs -> intv_1935_itv,high
a_403,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.72,2,intv_1937_obs -> intv_1937_itv,high
a_404,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.76,2,intv_1938_obs -> intv_1938_itv,high
a_405,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.84,2,intv_1939_obs -> intv_1939_itv,high
a_406,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.87,2,intv_1940_obs -> intv_1940_itv,high
a_407,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.38,2,intv_1942_obs -> intv_1942_itv,high
a_408,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.31,2,intv_1944_obs -> intv_1944_itv,high
a_409,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.65,2,intv_1945_obs -> intv_1945_itv,high
a_410,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.71,2,intv_1950_obs -> intv_1950_itv,high
a_411,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.81,2,intv_1951_obs -> intv_1951_itv,high
a_412,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.91,2,intv_1954_obs -> intv_1954_itv,high
a_413,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.08,2,intv_1955_obs -> intv_1955_itv,high
a_414,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.95,2,intv_1956_obs -> intv_1956_itv,high
a_415,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.92,2,intv_1957_obs -> intv_1957_itv,high
a_416,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.86,2,intv_1959_obs -> intv_1959_itv,high
a_417,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.20,2,intv_1960_obs -> intv_1960_itv,high
a_418,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.16,2,intv_1964_obs -> intv_1964_itv,high
a_419,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.48,2,intv_1965_obs -> intv_1965_itv,high
a_420,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.25,2,intv_1968_obs -> intv_1968_itv,high
a_421,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.75,2,intv_1969_obs -> intv_1969_itv,high
a_422,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.36,2,intv_1970_obs -> intv_1970_itv,high
a_423,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.85,2,intv_1972_obs -> intv_1972_itv,high
a_424,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.47,2,intv_1973_obs -> intv_1973_itv,high
a_425,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.98,2,intv_1974_obs -> intv_1974_itv,high
a_426,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.10,2,intv_1977_obs -> intv_1977_itv,high
a_427,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.50,2,intv_1978_obs -> intv_1978_itv,high
a_428,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.04,2,intv_1979_obs -> intv_1979_itv,high
a_429,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.74,2,intv_1980_obs -> intv_1980_itv,high
a_430,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.18,2,intv_1982_obs -> intv_1982_itv,high
a_431,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.91,2,intv_1985_obs -> intv_1985_itv,high
a_432,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.86,2,intv_1986_obs -> intv_1986_itv,high
a_433,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.22,2,intv_1990_obs -> intv_1990_itv,high
a_434,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.63,2,intv_1991_obs -> intv_1991_itv,high
a_435,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.39,2,intv_1993_obs -> intv_1993_itv,high
a_436,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.90,2,intv_1995_obs -> intv_1995_itv,high
a_437,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.37,2,intv_1996_obs -> intv_1996_itv,high
a_438,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.81,2,intv_1999_obs -> intv_1999_itv,high
a_439,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.60,2,intv_2000_obs -> intv_2000_itv,high
a_440,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.37,2,intv_2001_obs -> intv_2001_itv,high
a_441,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.52,2,intv_2003_obs -> intv_2003_itv,high
a_442,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.44,2,intv_2004_obs -> intv_2004_itv,high
a_443,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.45,2,intv_2006_obs -> intv_2006_itv,high
a_444,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.15,2,intv_2009_obs -> intv_2009_itv,high
a_445,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.34,2,intv_2010_obs -> intv_2010_itv,high
a_446,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.26,2,intv_2011_obs -> intv_2011_itv,high
a_447,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.65,2,intv_2012_obs -> intv_2012_itv,high
a_448,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.30,2,intv_2013_obs -> intv_2013_itv,high
a_449,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.53,2,intv_2014_obs -> intv_2014_itv,high
a_450,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.73,2,intv_2016_obs -> intv_2016_itv,high
a_451,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.99,2,intv_2017_obs -> intv_2017_itv,high
a_452,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.49,2,intv_2018_obs -> intv_2018_itv,high
a_453,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.18,2,intv_2019_obs -> intv_2019_itv,high
a_454,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.93,2,intv_2021_obs -> intv_2021_itv,high
a_455,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.91,2,intv_2023_obs -> intv_2023_itv,high
a_456,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.86,2,intv_2024_obs -> intv_2024_itv,high
a_457,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.49,2,intv_2029_obs -> intv_2029_itv,high
a_458,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.05,2,intv_2032_obs -> intv_2032_itv,high
a_459,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.58,2,intv_2037_obs -> intv_2037_itv,high
a_460,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.35,2,intv_2038_obs -> intv_2038_itv,high
a_461,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.86,2,intv_2039_obs -> intv_2039_itv,high
a_462,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.62,2,intv_2040_obs -> intv_2040_itv,high
a_463,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.19,2,intv_2041_obs -> intv_2041_itv,high
a_464,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.10,2,intv_2042_obs -> intv_2042_itv,high
a_465,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.17,2,intv_2044_obs -> intv_2044_itv,high
a_466,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.79,2,intv_2047_obs -> intv_2047_itv,high
a_467,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.27,2,intv_2049_obs -> intv_2049_itv,high
a_468,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.71,2,intv_2050_obs -> intv_2050_itv,high
a_469,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.92,2,intv_2051_obs -> intv_2051_itv,high
a_470,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.03,2,intv_2055_obs -> intv_2055_itv,high
a_471,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.26,2,intv_2056_obs -> intv_2056_itv,high
a_472,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.75,2,intv_2057_obs -> intv_2057_itv,high
a_473,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.16,2,intv_2059_obs -> intv_2059_itv,high
a_474,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.70,2,intv_2060_obs -> intv_2060_itv,high
a_475,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.03,2,intv_2062_obs -> intv_2062_itv,high
a_476,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.31,2,intv_2063_obs -> intv_2063_itv,high
a_477,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.81,2,intv_2064_obs -> intv_2064_itv,high
a_478,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.36,2,intv_2065_obs -> intv_2065_itv,high
a_479,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.56,2,intv_2066_obs -> intv_2066_itv,high
a_480,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.57,2,intv_2067_obs -> intv_2067_itv,high
a_481,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.14,2,intv_2069_obs -> intv_2069_itv,high
a_482,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.77,2,intv_2074_obs -> intv_2074_itv,high
a_483,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.24,2,intv_2075_obs -> intv_2075_itv,high
a_484,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.79,2,intv_2077_obs -> intv_2077_itv,high
a_485,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.93,2,intv_2078_obs -> intv_2078_itv,high
a_486,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.58,2,intv_2079_obs -> intv_2079_itv,high
a_487,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.10,2,intv_2082_obs -> intv_2082_itv,high
a_488,intervention_vs_observation_split,intervention_split,n5|m2|r2|i7.07,2,intv_2086_obs -> intv_2086_itv,high
a_489,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.15,2,intv_2087_obs -> intv_2087_itv,high
a_490,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.29,2,intv_2089_obs -> intv_2089_itv,high
a_491,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.92,2,intv_2092_obs -> intv_2092_itv,high
a_492,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.17,2,intv_2096_obs -> intv_2096_itv,high
a_493,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.10,2,intv_2099_obs -> intv_2099_itv,high
a_494,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.17,2,intv_2100_obs -> intv_2100_itv,high
a_495,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.30,2,intv_2101_obs -> intv_2101_itv,high
a_496,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.99,2,intv_2102_obs -> intv_2102_itv,high
a_497,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.56,2,intv_2106_obs -> intv_2106_itv,high
a_498,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.33,2,intv_2107_obs -> intv_2107_itv,high
a_499,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.50,2,intv_2109_obs -> intv_2109_itv,high
a_500,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.58,2,intv_2110_obs -> intv_2110_itv,high
a_501,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.21,2,intv_2112_obs -> intv_2112_itv,high
a_502,intervention_vs_observation_split,intervention_split,n5|m2|r2|i2.83,2,intv_2114_obs -> intv_2114_itv,high
a_503,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.88,2,intv_2118_obs -> intv_2118_itv,high
a_504,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.24,2,intv_2119_obs -> intv_2119_itv,high
a_505,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.66,2,intv_2120_obs -> intv_2120_itv,high
a_506,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.67,2,intv_2121_obs -> intv_2121_itv,high
a_507,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.31,2,intv_2122_obs -> intv_2122_itv,high
a_508,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.29,2,intv_2123_obs -> intv_2123_itv,high
a_509,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.43,2,intv_2124_obs -> intv_2124_itv,high
a_510,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.17,2,intv_2125_obs -> intv_2125_itv,high
a_511,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.42,2,intv_2126_obs -> intv_2126_itv,high
a_512,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.62,2,intv_2127_obs -> intv_2127_itv,high
a_513,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.95,2,intv_2128_obs -> intv_2128_itv,high
a_514,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.27,2,intv_2129_obs -> intv_2129_itv,high
a_515,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.42,2,intv_2131_obs -> intv_2131_itv,high
a_516,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.84,2,intv_2132_obs -> intv_2132_itv,high
a_517,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.78,2,intv_2136_obs -> intv_2136_itv,high
a_518,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.38,2,intv_2137_obs -> intv_2137_itv,high
a_519,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.48,2,intv_2138_obs -> intv_2138_itv,high
a_520,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.26,2,intv_2139_obs -> intv_2139_itv,high
a_521,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.00,2,intv_2140_obs -> intv_2140_itv,high
a_522,intervention_vs_observation_split,intervention_split,n5|m2|r2|i2.20,2,intv_2141_obs -> intv_2141_itv,high
a_523,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.50,2,intv_2142_obs -> intv_2142_itv,high
a_524,intervention_vs_observation_split,intervention_split,n5|m2|r2|i6.20,2,intv_2144_obs -> intv_2144_itv,high
a_525,intervention_vs_observation_split,intervention_split,n5|m2|r2|i3.95,2,intv_2145_obs -> intv_2145_itv,high
a_526,intervention_vs_observation_split,intervention_split,n5|m2|r2|i4.98,2,intv_2146_obs -> intv_2146_itv,high
a_527,intervention_vs_observation_split,intervention_split,n5|m2|r2|i5.56,2,intv_2148_obs -> intv_2148_itv,high
a_528,intervention_vs_observation_split,intervention_split,n5|m2|r2|i1.10,2,intv_2149_obs -> intv_2149_itv,high
a_529,threshold_flip,single_context,single_thr_0|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_530,threshold_flip,single_context,single_thr_2|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_531,threshold_flip,single_context,single_thr_4|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_532,threshold_flip,single_context,single_thr_7|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_533,threshold_flip,single_context,single_thr_8|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_534,threshold_flip,single_context,single_thr_9|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_535,threshold_flip,single_context,single_thr_10|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_536,threshold_flip,single_context,single_thr_11|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_537,threshold_flip,single_context,single_thr_12|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_538,threshold_flip,single_context,single_thr_15|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_539,threshold_flip,single_context,single_thr_22|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_540,threshold_flip,single_context,single_thr_23|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_541,threshold_flip,single_context,single_thr_25|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_542,threshold_flip,single_context,single_thr_26|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_543,threshold_flip,single_context,single_thr_29|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_544,threshold_flip,single_context,single_thr_30|step2,1,exact flip at step=2 driver=one_measurement_augmentation,medium
a_545,threshold_flip,single_context,single_thr_31|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_546,threshold_flip,single_context,single_thr_34|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_547,threshold_flip,single_context,single_thr_37|step1,1,exact flip at step=1 driver=one_measurement_augmentation,medium
a_548,threshold_flip,single_context,single_thr_38|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_549,threshold_flip,single_context,single_thr_39|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_550,threshold_flip,single_context,single_thr_43|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
a_551,threshold_flip,single_context,single_thr_44|step3,1,exact flip at step=3 driver=one_measurement_augmentation,medium
